# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SOURCE	COGID
90456	kate	1209_I	no	no	n o	I	mcelhanon-1967	7845
90470	kate	1215_THOU	go	go	g o	thou	mcelhanon-1967	7807
90484	kate	1212_WE	ŋâŋâc	ŋâŋâc	ŋ â/a ŋ â/a c	we	mcelhanon-1967	8014
90498	kate	1235_WHO	moc	moc	m o c	who	mcelhanon-1967	7978
90512	kate	1236_WHAT	wemo	wemo	w e m o	what	mcelhanon-1967	7758
90526	kate	78_THAT	i	i	i	that	mcelhanon-1967	1
90540	kate	1214_THIS	dzi	dzi	d z i	this	mcelhanon-1967	7939
90554	kate	1493_ONE	mocyaha	mocyaha	m o c j a h a	one	mcelhanon-1967	7879
90568	kate	1498_TWO	yayahec	yayahec	j a j a h e c	two	mcelhanon-1967	7687
90582	kate	1458_SAY	mu-	mu-	m u	(he) says	mcelhanon-1967	7825
90596	kate	1313_MOON	mosa	mosa	m o s a	moon	mcelhanon-1967	7917
90610	kate	1395_ROUND	orâŋ orâŋ	orâŋ_orâŋ	o r â/a ŋ + o r â/a ŋ	round	mcelhanon-1967	7818
90624	kate	1429_FULL	fuse-	fuse-	f u s e	(it is) full	mcelhanon-1967	7908
90638	kate	1371_KNEE	dieŋ	dieŋ	d i e ŋ	(his) knee	mcelhanon-1967	7813
90652	kate	72_CLAW	misiŋ-	misiŋ-	m i s i ŋ	(its) claw	mcelhanon-1967	2
90666	kate	1402_BREAST	moŋ-	moŋ-	m o ŋ	breast	mcelhanon-1967	7829
90680	kate	1446_COME	wefu-	wefu-	w e f u	(he) comes	mcelhanon-1967	3
90694	kate	1416_SIT	ŋe-	ŋe-	ŋ e	(he) sits	mcelhanon-1967	7947
90708	kate	1447_GIVE	nare-	nare-	n a r e	(he) gives me	mcelhanon-1967	7896
90722	kate	1442_STAND	doma-	doma-	d o m a	(he) stands	mcelhanon-1967	7671
90736	kate	98_ALL	sasawa	sasawa	s a s a w a	all	mcelhanon-1967	7730
90750	kate	1198_MANY	bocyaha	bocyaha	b o c j a h a	many	mcelhanon-1967	7667
90764	kate	1233_NIGHT	ŋafe	ŋafe	ŋ a f e	night	mcelhanon-1967	4
90778	kate	1203_LONG	dzoricne	dzoricne	d z o r i c n e	long	mcelhanon-1967	7664
90792	kate	1202_BIG	kâcgbene	kâcgbene	k â/a c g b e n e	big	mcelhanon-1967	5
90806	kate	1246_SMALL	piticne	piticne	p i t i c n e	small	mcelhanon-1967	6
