# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SOURCE	COGID
47524	aeka	2121_ARM_OR_HAND	inge[ri]	inge	i n g e	hand	smallhorn-2011	2177
47525	aeka	2121_ARM_OR_HAND	iŋge[ri]	iŋge	i ŋ g e	arm	smallhorn-2011	2177
47592	aeka	646_ASH	aviga	aviga	a v i g a	ashes	smallhorn-2011	2178
47593	aeka	646_ASH	aβiga	aβiga	a β i g a	ashes	smallhorn-2011	2178
47627	aeka	1272_AUNT	tata	tata	t a t a	paternal aunt	smallhorn-2011	2179
47672	aeka	867_backofhand	kũ	kũ	k ũ	back	smallhorn-2011	2181
47720	aeka	1292_BAD	samina	samina	s a m i n a	bad	smallhorn-2011	2185
47721	aeka	1292_BAD	samuna	samuna	s a m u n a	bad	smallhorn-2011	2185
47742	aeka	1927_BAMBOO	boru	boru	b o r u	bamboo	smallhorn-2011	2187
47774	aeka	868_BANANA	biʒe	biʒe	b i ʒ e	banana (general)	smallhorn-2011	2191
47775	aeka	868_BANANA	pije	pije	p i j e	banana	smallhorn-2011	2191
47826	aeka	1539_BASKET	kambia	kambia	k a m b i a	basket	smallhorn-2011	2194
47859	aeka	1251_BELLY	oti	oti	o t i	belly	smallhorn-2011	2197
47922	aeka	217_BETELNUT	san	san	s a n	areca nut	smallhorn-2011	2201
47923	aeka	217_BETELNUT	sã ?	sã_?	s ã	betelnut	smallhorn-2011	2201
47998	aeka	937_BIRD	di	di	d i	bird	smallhorn-2011	13474
48072	aeka	1403_BITE	kambuto	kambuto	k a m b u t o	bite	smallhorn-2011	2207
48109	aeka	163_BLACK	[tamu] inga	_inga	i n g a	black	smallhorn-2011	2210
48125	aeka	3030_LONTAR_PALM	koropa	koropa	k o r o p a	black palm	smallhorn-2011	2211
48219	aeka	1394_BONE	popo	popo	p o p o	bone	smallhorn-2011	2219
48284	aeka	1530_BOWL	tewa	tewa	t e w a	bowl	smallhorn-2011	2223
48314	aeka	1366_BOY	me	me	m e	son	smallhorn-2011	2224
