# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SOURCE	COGID
#
801	kuman_t69	1035_GOOD	wagai	wagai	w a g a i		trefry-1969	89
198729	nakame-sikalan_r2009	1035_GOOD	kɨndəm	kɨndəm	k ɨ n d ə m		retsema-et-al-2009	333
198850	nakame-sokan_r2009	1035_GOOD	wəlaŋ	wəlaŋ	w ə l a ŋ		retsema-et-al-2009	448
199087	nakame-dzenzen_r2009	1035_GOOD	qɑdɛm	qɑdɛm	q ɑ d ɛ m		retsema-et-al-2009	559
198968	nakame-wasin_r2009	1035_GOOD	qɑdɛm	qɑdɛm	q ɑ d ɛ m		retsema-et-al-2009	673
199214	nakame-popof_r2009	1035_GOOD	ɸoɸoŋ	ɸoɸoŋ	ɸ o ɸ o ŋ		retsema-et-al-2009	788
199602	nakame-munguleng_r2009	1035_GOOD	fofoŋ	fofoŋ	f o f o ŋ		retsema-et-al-2009	912
199806	nuk-tamben_r2009	1035_GOOD	mɑɾun	mɑɾun	m ɑ ɾ u n		retsema-et-al-2009	1109
199916	nuk-tunam_r2009	1035_GOOD	mɑɾunɨ	mɑɾunɨ	m ɑ ɾ u n ɨ		retsema-et-al-2009	1213
200183	nek-goambot_r2009	1035_GOOD	kəndem	kəndem	k ə n d e m		retsema-et-al-2009	1746
200488	wagi-kamba_sp2011	1035_GOOD	kɛnah	kɛnah	k ɛ n a h		spencer-et-al-2011	2041
200769	wagi-silibob_sp2011	1035_GOOD	kɛnah	kɛnah	k ɛ n a h		spencer-et-al-2011	2349
200911	wagi-mis_sp2011	1035_GOOD	kɛnah	kɛnah	k ɛ n a h		spencer-et-al-2011	2586
201049	wagi-foran_sp2011	1035_GOOD	kɛnah	kɛnah	k ɛ n a h		spencer-et-al-2011	2804
215037	sam-songum_rj2003	1035_GOOD	beli	beli	b e l i		rueck-jore-2003	3025
215162	sam-buan_rj2003	1035_GOOD	beli	beli	b e l i		rueck-jore-2003	3141
215288	sam-wongbe_rj2003	1035_GOOD	bɛli	bɛli	b ɛ l i		rueck-jore-2003	3258
215651	amowe-tagoe_l2008	1035_GOOD	dɑru	dɑru	d ɑ r u		lambrecht-et-al-2008	3446
215772	amowe-gomu_l2008	1035_GOOD	dɑru	dɑru	d ɑ r u		lambrecht-et-al-2008	3558
215891	amowe-bere_l2008	1035_GOOD	dɑru	dɑru	d ɑ r u		lambrecht-et-al-2008	3666
216011	uyajitaya-uya_l2008	1035_GOOD	dɑru	dɑru	d ɑ r u		lambrecht-et-al-2008	3777
216251	uyajitaya-didiwala_rj2003	1035_GOOD	dɑru	dɑru	d ɑ r u		rueck-jore-2003	3998
216814	uyajitaya-subalulu_rj2003	1035_GOOD	dɑru	dɑru	d ɑ r u		rueck-jore-2003	4207
216934	uyajitaya-udibai_rj2003	1035_GOOD	dɑru	dɑru	d ɑ r u		rueck-jore-2003	4317
217105	uyajitaya-gisi_rj2003	1035_GOOD	dɑro	dɑro	d ɑ r o		rueck-jore-2003	4427
228000	arandai-weriagar_v85	1035_GOOD	niŋgʼe	niŋgʼe	n i ŋ g’ e		voorhoeve-1985	4679
231705	arandai-sebyar_v85	1035_GOOD	niŋgʼe	niŋgʼe	n i ŋ g’ e		voorhoeve-1985	4813
203059	faiwol-selbang_vcs2010	1035_GOOD	ifip nɑkʰ	ifip_nɑkʰ	i f i p + n ɑ kʰ		van-cott-and-spencer-2010	5089
203194	faiwol-dimtikin_vcs2010	1035_GOOD	kɛn	kɛn	k ɛ n		van-cott-and-spencer-2010	5727
210073	faiwol-lowbip_vcs2010	1035_GOOD	kʰɪɾɛlᶺ	kʰɪɾɛlᶺ	kʰ ɪ ɾ ɛ l ʌ		van-cott-and-spencer-2010	5899
210341	bimin-sengen_vcs2010	1035_GOOD	ken	ken	k e n		van-cott-and-spencer-2010	6331
210461	bimin-fagobiw_vcs2010	1035_GOOD	ken	ken	k e n		van-cott-and-spencer-2010	6442
202661	setaman-seltamin_vcs2010	1035_GOOD	ifip	ifip	i f i p		van-cott-and-spencer-2010	7186
202920	setaman-baktamin_vcs2010	1035_GOOD	ifip	ifip	i f i p		van-cott-and-spencer-2010	7446
214887	tsaukambo_h2009	1035_GOOD	mɔˈkɯ	mɔˈkɯ	m ɔ k ɯ		hughes-2009	7623
214113	nakai_h2009	1035_GOOD	dʒ͡æp	dʒ͡æp	dʒ æ p		hughes-2009	8081
212107	tangko_h2009	1035_GOOD	jæp̚	jæp̚	j æ p̚		hughes-2009	8228
211883	wanggom_h2009	1035_GOOD	ˈɸiɾuki	ˈɸiɾuki	ɸ i ɾ u k i		hughes-2009	8372
210886	komyandaret_h2009	1035_GOOD	mbɔˈwɑliʔ	mbɔˈwɑliʔ	m b ɔ w ɑ l i ʔ		hughes-2009	8516
210682	korowai_h2009	1035_GOOD	kə'ni:m	kə'ni:m	k ə n iː m		hughes-2009	8658
220404	yaqay-kogo_kl2010	1035_GOOD	bɑjɑˈrɑp̚	bɑjɑˈrɑp̚	b ɑ j ɑ r ɑ p̚		kriens-and-lebold-2010	8798
222807	yaqay-kotup_kl2010	1035_GOOD	bɑjoɣonɑˈnep	bɑjoɣonɑˈnep	b ɑ j o ɣ o n ɑ n e p		kriens-and-lebold-2010	8945
223191	yaqay-wairu_kl2010	1035_GOOD	bɑjɑˈɣɔn	bɑjɑˈɣɔn	b ɑ j ɑ ɣ ɔ n		kriens-and-lebold-2010	9333
223412	yaqay-wanggate_kl2010	1035_GOOD	morɑˈmirnɛ	morɑˈmirnɛ	m o r ɑ m i r n ɛ		kriens-and-lebold-2010	9471
